"HealthTopic","Population","Distribution","Unit","Time","RegionCode","RegionName","CategoryIndex","Category","Value"
"Measles","All cases","Age-specific rate","N/1000000","1999-04","UK","United Kingdom",4,"10-14",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","1999-04","UK","United Kingdom",5,"15-19",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","1999-04","UK","United Kingdom",6,"20-29",0.130150440
"Measles","All cases","Age-specific rate","N/1000000","1999-04","UK","United Kingdom",7,"30+",0.027784920
"Measles","All cases","Age-specific rate","N/1000000","1999-05","UK","United Kingdom",1,"<1",1.411396740
"Measles","All cases","Age-specific rate","N/1000000","1999-05","UK","United Kingdom",2,"1-4",0.686553130
"Measles","All cases","Age-specific rate","N/1000000","1999-05","UK","United Kingdom",3,"5-9",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","1999-05","UK","United Kingdom",4,"10-14",0.526099250
"Measles","All cases","Age-specific rate","N/1000000","1999-05","UK","United Kingdom",5,"15-19",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","1999-05","UK","United Kingdom",6,"20-29",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","1999-05","UK","United Kingdom",7,"30+",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","1999-06","UK","United Kingdom",1,"<1",1.411396740
"Measles","All cases","Age-specific rate","N/1000000","1999-06","UK","United Kingdom",2,"1-4",0.343276560
"Measles","All cases","Age-specific rate","N/1000000","1999-06","UK","United Kingdom",3,"5-9",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","1999-06","UK","United Kingdom",4,"10-14",0.263049620
"Measles","All cases","Age-specific rate","N/1000000","1999-06","UK","United Kingdom",5,"15-19",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","1999-06","UK","United Kingdom",6,"20-29",0.780902660
"Measles","All cases","Age-specific rate","N/1000000","1999-06","UK","United Kingdom",7,"30+",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","1999-07","UK","United Kingdom",1,"<1",2.822793490
"Measles","All cases","Age-specific rate","N/1000000","1999-07","UK","United Kingdom",2,"1-4",0.343276560
"Measles","All cases","Age-specific rate","N/1000000","1999-07","UK","United Kingdom",3,"5-9",0.258750550
"Measles","All cases","Age-specific rate","N/1000000","1999-07","UK","United Kingdom",4,"10-14",0.789148880
"Measles","All cases","Age-specific rate","N/1000000","1999-07","UK","United Kingdom",5,"15-19",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","1999-07","UK","United Kingdom",6,"20-29",0.780902660
"Measles","All cases","Age-specific rate","N/1000000","1999-07","UK","United Kingdom",7,"30+",0.055569850
"Measles","All cases","Age-specific rate","N/1000000","1999-08","UK","United Kingdom",1,"<1",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","1999-08","UK","United Kingdom",2,"1-4",0.686553130
"Measles","All cases","Age-specific rate","N/1000000","1999-08","UK","United Kingdom",3,"5-9",0.258750550
"Measles","All cases","Age-specific rate","N/1000000","1999-08","UK","United Kingdom",4,"10-14",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","1999-08","UK","United Kingdom",5,"15-19",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","1999-08","UK","United Kingdom",6,"20-29",0.390451330
"Measles","All cases","Age-specific rate","N/1000000","1999-08","UK","United Kingdom",7,"30+",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","1999-09","UK","United Kingdom",1,"<1",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","1999-09","UK","United Kingdom",2,"1-4",0.686553130
"Measles","All cases","Age-specific rate","N/1000000","1999-09","UK","United Kingdom",3,"5-9",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","1999-09","UK","United Kingdom",4,"10-14",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","1999-09","UK","United Kingdom",5,"15-19",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","1999-09","UK","United Kingdom",6,"20-29",0.390451330
"Measles","All cases","Age-specific rate","N/1000000","1999-09","UK","United Kingdom",7,"30+",0.027784920
"Measles","All cases","Age-specific rate","N/1000000","1999-10","UK","United Kingdom",1,"<1",1.411396740
"Measles","All cases","Age-specific rate","N/1000000","1999-10","UK","United Kingdom",2,"1-4",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","1999-10","UK","United Kingdom",3,"5-9",0.258750550
"Measles","All cases","Age-specific rate","N/1000000","1999-10","UK","United Kingdom",4,"10-14",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","1999-10","UK","United Kingdom",5,"15-19",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","1999-10","UK","United Kingdom",6,"20-29",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","1999-10","UK","United Kingdom",7,"30+",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","1999-11","UK","United Kingdom",1,"<1",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","1999-11","UK","United Kingdom",2,"1-4",1.716382830
"Measles","All cases","Age-specific rate","N/1000000","1999-11","UK","United Kingdom",3,"5-9",0.517501110
"Measles","All cases","Age-specific rate","N/1000000","1999-11","UK","United Kingdom",4,"10-14",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","1999-11","UK","United Kingdom",5,"15-19",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","1999-11","UK","United Kingdom",6,"20-29",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","1999-11","UK","United Kingdom",7,"30+",0.027784920
"Measles","All cases","Age-specific rate","N/1000000","1999-12","UK","United Kingdom",1,"<1",2.822793490
"Measles","All cases","Age-specific rate","N/1000000","1999-12","UK","United Kingdom",2,"1-4",3.776042240
"Measles","All cases","Age-specific rate","N/1000000","1999-12","UK","United Kingdom",3,"5-9",3.622507770
"Measles","All cases","Age-specific rate","N/1000000","1999-12","UK","United Kingdom",4,"10-14",1.052198510
"Measles","All cases","Age-specific rate","N/1000000","1999-12","UK","United Kingdom",5,"15-19",0.276424520
"Measles","All cases","Age-specific rate","N/1000000","1999-12","UK","United Kingdom",6,"20-29",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","1999-12","UK","United Kingdom",7,"30+",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2000-01","UK","United Kingdom",1,"<1",1.442089990
"Measles","All cases","Age-specific rate","N/1000000","2000-01","UK","United Kingdom",2,"1-4",1.387673220
"Measles","All cases","Age-specific rate","N/1000000","2000-01","UK","United Kingdom",3,"5-9",0.783293080
"Measles","All cases","Age-specific rate","N/1000000","2000-01","UK","United Kingdom",4,"10-14",0.260535530
"Measles","All cases","Age-specific rate","N/1000000","2000-01","UK","United Kingdom",5,"15-19",0.275551700
"Measles","All cases","Age-specific rate","N/1000000","2000-01","UK","United Kingdom",6,"20-29",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2000-01","UK","United Kingdom",7,"30+",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2000-02","UK","United Kingdom",1,"<1",5.768359960
"Measles","All cases","Age-specific rate","N/1000000","2000-02","UK","United Kingdom",2,"1-4",4.163019680
"Measles","All cases","Age-specific rate","N/1000000","2000-02","UK","United Kingdom",3,"5-9",1.827683870
"Measles","All cases","Age-specific rate","N/1000000","2000-02","UK","United Kingdom",4,"10-14",1.563213210
"Measles","All cases","Age-specific rate","N/1000000","2000-02","UK","United Kingdom",5,"15-19",0.551103400
"Measles","All cases","Age-specific rate","N/1000000","2000-02","UK","United Kingdom",6,"20-29",0.263498700
"Measles","All cases","Age-specific rate","N/1000000","2000-02","UK","United Kingdom",7,"30+",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2000-03","UK","United Kingdom",1,"<1",1.442089990
"Measles","All cases","Age-specific rate","N/1000000","2000-03","UK","United Kingdom",2,"1-4",1.387673220
"Measles","All cases","Age-specific rate","N/1000000","2000-03","UK","United Kingdom",3,"5-9",0.261097690
"Measles","All cases","Age-specific rate","N/1000000","2000-03","UK","United Kingdom",4,"10-14",0.260535530
"Measles","All cases","Age-specific rate","N/1000000","2000-03","UK","United Kingdom",5,"15-19",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2000-03","UK","United Kingdom",6,"20-29",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2000-03","UK","United Kingdom",7,"30+",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2000-04","UK","United Kingdom",1,"<1",4.326269970
"Measles","All cases","Age-specific rate","N/1000000","2000-04","UK","United Kingdom",2,"1-4",1.734591530
"Measles","All cases","Age-specific rate","N/1000000","2000-04","UK","United Kingdom",3,"5-9",0.261097690
"Measles","All cases","Age-specific rate","N/1000000","2000-04","UK","United Kingdom",4,"10-14",1.042142140
"Measles","All cases","Age-specific rate","N/1000000","2000-04","UK","United Kingdom",5,"15-19",0.275551700
"Measles","All cases","Age-specific rate","N/1000000","2000-04","UK","United Kingdom",6,"20-29",0.395248060
"Measles","All cases","Age-specific rate","N/1000000","2000-04","UK","United Kingdom",7,"30+",0.082595020
"Measles","All cases","Age-specific rate","N/1000000","2000-05","UK","United Kingdom",1,"<1",4.326269970
"Measles","All cases","Age-specific rate","N/1000000","2000-05","UK","United Kingdom",2,"1-4",4.509937990
"Measles","All cases","Age-specific rate","N/1000000","2000-05","UK","United Kingdom",3,"5-9",0.261097690
"Measles","All cases","Age-specific rate","N/1000000","2000-05","UK","United Kingdom",4,"10-14",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2000-05","UK","United Kingdom",5,"15-19",0.275551700
"Measles","All cases","Age-specific rate","N/1000000","2000-05","UK","United Kingdom",6,"20-29",0.131749350
"Measles","All cases","Age-specific rate","N/1000000","2000-05","UK","United Kingdom",7,"30+",0.055063350
"Measles","All cases","Age-specific rate","N/1000000","2000-06","UK","United Kingdom",1,"<1",1.442089990
"Measles","All cases","Age-specific rate","N/1000000","2000-06","UK","United Kingdom",2,"1-4",1.040754920
"Measles","All cases","Age-specific rate","N/1000000","2000-06","UK","United Kingdom",3,"5-9",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2000-06","UK","United Kingdom",4,"10-14",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2000-06","UK","United Kingdom",5,"15-19",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2000-06","UK","United Kingdom",6,"20-29",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2000-06","UK","United Kingdom",7,"30+",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2000-07","UK","United Kingdom",1,"<1",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2000-07","UK","United Kingdom",2,"1-4",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2000-07","UK","United Kingdom",3,"5-9",0.522195390
"Measles","All cases","Age-specific rate","N/1000000","2000-07","UK","United Kingdom",4,"10-14",0.260535530
"Measles","All cases","Age-specific rate","N/1000000","2000-07","UK","United Kingdom",5,"15-19",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2000-07","UK","United Kingdom",6,"20-29",0.395248060
"Measles","All cases","Age-specific rate","N/1000000","2000-07","UK","United Kingdom",7,"30+",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2000-08","UK","United Kingdom",1,"<1",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2000-08","UK","United Kingdom",2,"1-4",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2000-08","UK","United Kingdom",3,"5-9",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2000-08","UK","United Kingdom",4,"10-14",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2000-08","UK","United Kingdom",5,"15-19",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2000-08","UK","United Kingdom",6,"20-29",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2000-08","UK","United Kingdom",7,"30+",0.027531670
"Measles","All cases","Age-specific rate","N/1000000","2000-09","UK","United Kingdom",1,"<1",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2000-09","UK","United Kingdom",2,"1-4",0.346918300
"Measles","All cases","Age-specific rate","N/1000000","2000-09","UK","United Kingdom",3,"5-9",0.522195390
"Measles","All cases","Age-specific rate","N/1000000","2000-09","UK","United Kingdom",4,"10-14",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2000-09","UK","United Kingdom",5,"15-19",0.275551700
"Measles","All cases","Age-specific rate","N/1000000","2000-09","UK","United Kingdom",6,"20-29",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2000-09","UK","United Kingdom",7,"30+",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2000-10","UK","United Kingdom",1,"<1",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2000-10","UK","United Kingdom",2,"1-4",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2000-10","UK","United Kingdom",3,"5-9",0.261097690
"Measles","All cases","Age-specific rate","N/1000000","2000-10","UK","United Kingdom",4,"10-14",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2000-10","UK","United Kingdom",5,"15-19",0.275551700
"Measles","All cases","Age-specific rate","N/1000000","2000-10","UK","United Kingdom",6,"20-29",0.131749350
"Measles","All cases","Age-specific rate","N/1000000","2000-10","UK","United Kingdom",7,"30+",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2000-11","UK","United Kingdom",1,"<1",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2000-11","UK","United Kingdom",2,"1-4",0.346918300
"Measles","All cases","Age-specific rate","N/1000000","2000-11","UK","United Kingdom",3,"5-9",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2000-11","UK","United Kingdom",4,"10-14",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2000-11","UK","United Kingdom",5,"15-19",0.275551700
"Measles","All cases","Age-specific rate","N/1000000","2000-11","UK","United Kingdom",6,"20-29",0.263498700
"Measles","All cases","Age-specific rate","N/1000000","2000-11","UK","United Kingdom",7,"30+",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2000-12","UK","United Kingdom",1,"<1",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2000-12","UK","United Kingdom",2,"1-4",0.693836610
"Measles","All cases","Age-specific rate","N/1000000","2000-12","UK","United Kingdom",3,"5-9",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2000-12","UK","United Kingdom",4,"10-14",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2000-12","UK","United Kingdom",5,"15-19",0.275551700
"Measles","All cases","Age-specific rate","N/1000000","2000-12","UK","United Kingdom",6,"20-29",0.263498700
"Measles","All cases","Age-specific rate","N/1000000","2000-12","UK","United Kingdom",7,"30+",0.055063350
"Measles","All cases","Age-specific rate","N/1000000","2001-01","UK","United Kingdom",1,"<1",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-01","UK","United Kingdom",2,"1-4",1.054821530
"Measles","All cases","Age-specific rate","N/1000000","2001-01","UK","United Kingdom",3,"5-9",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-01","UK","United Kingdom",4,"10-14",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-01","UK","United Kingdom",5,"15-19",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-01","UK","United Kingdom",6,"20-29",0.132802280
"Measles","All cases","Age-specific rate","N/1000000","2001-01","UK","United Kingdom",7,"30+",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-02","UK","United Kingdom",1,"<1",1.486966730
"Measles","All cases","Age-specific rate","N/1000000","2001-02","UK","United Kingdom",2,"1-4",0.703214350
"Measles","All cases","Age-specific rate","N/1000000","2001-02","UK","United Kingdom",3,"5-9",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-02","UK","United Kingdom",4,"10-14",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-02","UK","United Kingdom",5,"15-19",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-02","UK","United Kingdom",6,"20-29",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-02","UK","United Kingdom",7,"30+",0.027278090
"Measles","All cases","Age-specific rate","N/1000000","2001-03","UK","United Kingdom",1,"<1",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-03","UK","United Kingdom",2,"1-4",0.703214350
"Measles","All cases","Age-specific rate","N/1000000","2001-03","UK","United Kingdom",3,"5-9",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-03","UK","United Kingdom",4,"10-14",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-03","UK","United Kingdom",5,"15-19",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-03","UK","United Kingdom",6,"20-29",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-03","UK","United Kingdom",7,"30+",0.027278090
"Measles","All cases","Age-specific rate","N/1000000","2001-04","UK","United Kingdom",1,"<1",1.486966730
"Measles","All cases","Age-specific rate","N/1000000","2001-04","UK","United Kingdom",2,"1-4",0.351607170
"Measles","All cases","Age-specific rate","N/1000000","2001-04","UK","United Kingdom",3,"5-9",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-04","UK","United Kingdom",4,"10-14",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-04","UK","United Kingdom",5,"15-19",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-04","UK","United Kingdom",6,"20-29",0.132802280
"Measles","All cases","Age-specific rate","N/1000000","2001-04","UK","United Kingdom",7,"30+",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-05","UK","United Kingdom",1,"<1",1.486966730
"Measles","All cases","Age-specific rate","N/1000000","2001-05","UK","United Kingdom",2,"1-4",0.703214350
"Measles","All cases","Age-specific rate","N/1000000","2001-05","UK","United Kingdom",3,"5-9",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-05","UK","United Kingdom",4,"10-14",0.258443140
"Measles","All cases","Age-specific rate","N/1000000","2001-05","UK","United Kingdom",5,"15-19",0.273574450
"Measles","All cases","Age-specific rate","N/1000000","2001-05","UK","United Kingdom",6,"20-29",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-05","UK","United Kingdom",7,"30+",0.027278090
"Measles","All cases","Age-specific rate","N/1000000","2001-06","UK","United Kingdom",1,"<1",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-06","UK","United Kingdom",2,"1-4",0.703214350
"Measles","All cases","Age-specific rate","N/1000000","2001-06","UK","United Kingdom",3,"5-9",0.265314550
"Measles","All cases","Age-specific rate","N/1000000","2001-06","UK","United Kingdom",4,"10-14",0.258443140
"Measles","All cases","Age-specific rate","N/1000000","2001-06","UK","United Kingdom",5,"15-19",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-06","UK","United Kingdom",6,"20-29",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-06","UK","United Kingdom",7,"30+",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-07","UK","United Kingdom",1,"<1",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-07","UK","United Kingdom",2,"1-4",0.351607170
"Measles","All cases","Age-specific rate","N/1000000","2001-07","UK","United Kingdom",3,"5-9",0.265314550
"Measles","All cases","Age-specific rate","N/1000000","2001-07","UK","United Kingdom",4,"10-14",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-07","UK","United Kingdom",5,"15-19",0.273574450
"Measles","All cases","Age-specific rate","N/1000000","2001-07","UK","United Kingdom",6,"20-29",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-07","UK","United Kingdom",7,"30+",0.027278090
"Measles","All cases","Age-specific rate","N/1000000","2001-08","UK","United Kingdom",1,"<1",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-08","UK","United Kingdom",2,"1-4",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-08","UK","United Kingdom",3,"5-9",0.265314550
"Measles","All cases","Age-specific rate","N/1000000","2001-08","UK","United Kingdom",4,"10-14",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-08","UK","United Kingdom",5,"15-19",0.273574450
"Measles","All cases","Age-specific rate","N/1000000","2001-08","UK","United Kingdom",6,"20-29",0.132802280
"Measles","All cases","Age-specific rate","N/1000000","2001-08","UK","United Kingdom",7,"30+",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-09","UK","United Kingdom",1,"<1",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-09","UK","United Kingdom",2,"1-4",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-09","UK","United Kingdom",3,"5-9",0.795943650
"Measles","All cases","Age-specific rate","N/1000000","2001-09","UK","United Kingdom",4,"10-14",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-09","UK","United Kingdom",5,"15-19",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-09","UK","United Kingdom",6,"20-29",0.531209130
"Measles","All cases","Age-specific rate","N/1000000","2001-09","UK","United Kingdom",7,"30+",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-10","UK","United Kingdom",1,"<1",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-10","UK","United Kingdom",2,"1-4",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-10","UK","United Kingdom",3,"5-9",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-10","UK","United Kingdom",4,"10-14",0.258443140
"Measles","All cases","Age-specific rate","N/1000000","2001-10","UK","United Kingdom",5,"15-19",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-10","UK","United Kingdom",6,"20-29",0.132802280
"Measles","All cases","Age-specific rate","N/1000000","2001-10","UK","United Kingdom",7,"30+",0.054556190
"Measles","All cases","Age-specific rate","N/1000000","2001-11","UK","United Kingdom",1,"<1",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-11","UK","United Kingdom",2,"1-4",0.351607170
"Measles","All cases","Age-specific rate","N/1000000","2001-11","UK","United Kingdom",3,"5-9",0.265314550
"Measles","All cases","Age-specific rate","N/1000000","2001-11","UK","United Kingdom",4,"10-14",0.258443140
"Measles","All cases","Age-specific rate","N/1000000","2001-11","UK","United Kingdom",5,"15-19",0.547148910
"Measles","All cases","Age-specific rate","N/1000000","2001-11","UK","United Kingdom",6,"20-29",0.265604560
"Measles","All cases","Age-specific rate","N/1000000","2001-11","UK","United Kingdom",7,"30+",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-12","UK","United Kingdom",1,"<1",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2001-12","UK","United Kingdom",2,"1-4",2.812857430
"Measles","All cases","Age-specific rate","N/1000000","2001-12","UK","United Kingdom",3,"5-9",0.265314550
"Measles","All cases","Age-specific rate","N/1000000","2001-12","UK","United Kingdom",4,"10-14",0.258443140
"Measles","All cases","Age-specific rate","N/1000000","2001-12","UK","United Kingdom",5,"15-19",1.094297830
"Measles","All cases","Age-specific rate","N/1000000","2001-12","UK","United Kingdom",6,"20-29",1.062418260
"Measles","All cases","Age-specific rate","N/1000000","2001-12","UK","United Kingdom",7,"30+",0.054556190
"Measles","All cases","Age-specific rate","N/1000000","2002-01","UK","United Kingdom",1,"<1",6.040206630
"Measles","All cases","Age-specific rate","N/1000000","2002-01","UK","United Kingdom",2,"1-4",9.312430980
"Measles","All cases","Age-specific rate","N/1000000","2002-01","UK","United Kingdom",3,"5-9",3.496771530
"Measles","All cases","Age-specific rate","N/1000000","2002-01","UK","United Kingdom",4,"10-14",1.025761740
"Measles","All cases","Age-specific rate","N/1000000","2002-01","UK","United Kingdom",5,"15-19",1.616499930
"Measles","All cases","Age-specific rate","N/1000000","2002-01","UK","United Kingdom",6,"20-29",0.936638660
"Measles","All cases","Age-specific rate","N/1000000","2002-01","UK","United Kingdom",7,"30+",0.108158220
"Measles","All cases","Age-specific rate","N/1000000","2002-02","UK","United Kingdom",1,"<1",7.550258290
"Measles","All cases","Age-specific rate","N/1000000","2002-02","UK","United Kingdom",2,"1-4",5.730726760
"Measles","All cases","Age-specific rate","N/1000000","2002-02","UK","United Kingdom",3,"5-9",1.613894550
"Measles","All cases","Age-specific rate","N/1000000","2002-02","UK","United Kingdom",4,"10-14",0.769321310
"Measles","All cases","Age-specific rate","N/1000000","2002-02","UK","United Kingdom",5,"15-19",1.347083280
"Measles","All cases","Age-specific rate","N/1000000","2002-02","UK","United Kingdom",6,"20-29",0.802833140
"Measles","All cases","Age-specific rate","N/1000000","2002-02","UK","United Kingdom",7,"30+",0.027039550
"Measles","All cases","Age-specific rate","N/1000000","2002-03","UK","United Kingdom",1,"<1",10.570361610
"Measles","All cases","Age-specific rate","N/1000000","2002-03","UK","United Kingdom",2,"1-4",5.730726760
"Measles","All cases","Age-specific rate","N/1000000","2002-03","UK","United Kingdom",3,"5-9",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2002-03","UK","United Kingdom",4,"10-14",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2002-03","UK","United Kingdom",5,"15-19",0.269416650
"Measles","All cases","Age-specific rate","N/1000000","2002-03","UK","United Kingdom",6,"20-29",0.267611040
"Measles","All cases","Age-specific rate","N/1000000","2002-03","UK","United Kingdom",7,"30+",0.000000000
"Measles","All cases","Age-specific rate","N/1000000","2002-04","UK","United Kingdom",1,"<1",4.530154970
